Date,Adj Close,Close,High,Low,Open,Volume,SMA20,SMA50,SMA150,SMA200,High252,Low252,VolSMA50,ATR20Pct,RS,RS_SMA20
2013-09-01,19.4,19.4,20.4,18.58,19.299999999999997,500000,,,,,20.4,18.58,,,,
2013-09-02,19.720000000000002,19.720000000000002,20.52,19.040000000000003,19.720000000000002,530000,,,,,20.52,18.58,,,,
2013-09-03,20.04,20.04,20.639999999999997,19.5,20.139999999999997,560000,,,,,20.639999999999997,18.58,,,,
2013-09-04,20.36,20.36,20.759999999999998,19.96,20.56,590000,,,,,20.759999999999998,18.58,,,,
2013-09-05,20.68,20.68,21.279999999999998,20.14,20.979999999999997,620000,,,,,21.279999999999998,18.58,,,,
2013-09-06,21.0,21.0,21.799999999999997,20.32,20.9,650000,,,,,21.799999999999997,18.58,,,,
2013-09-07,21.32,21.32,22.32,20.5,21.32,680000,,,,,22.32,18.58,,,,
2013-09-08,20.24,20.24,21.24,19.419999999999998,20.339999999999996,710000,,,,,22.32,18.58,,,,
2013-09-09,20.560000000000002,20.560000000000002,21.36,19.880000000000003,20.76,740000,,,,,22.32,18.58,,,,
2013-09-10,20.88,20.88,21.479999999999997,20.34,21.179999999999996,770000,,,,,22.32,18.58,,,,
2013-09-11,21.2,21.2,21.599999999999998,20.8,21.099999999999998,800000,,,,,22.32,18.58,,,,
2013-09-12,21.52,21.52,22.119999999999997,20.98,21.52,830000,,,,,22.32,18.58,,,,
2013-09-13,21.84,21.84,22.639999999999997,21.16,21.939999999999998,860000,,,,,22.639999999999997,18.58,,,,
2013-09-14,22.16,22.16,23.16,21.34,22.36,890000,,,,,23.16,18.58,,,,
2013-09-15,21.08,21.08,22.08,20.259999999999998,21.379999999999995,920000,,,,,23.16,18.58,,,,
2013-09-16,21.400000000000002,21.400000000000002,22.2,20.720000000000002,21.3,500000,,,,,23.16,18.58,,,,
2013-09-17,21.720000000000002,21.720000000000002,22.32,21.180000000000003,21.720000000000002,530000,,,,,23.16,18.58,,,,
2013-09-18,22.04,22.04,22.439999999999998,21.64,22.139999999999997,560000,,,,,23.16,18.58,,,,
2013-09-19,22.36,22.36,22.959999999999997,21.82,22.56,590000,,,,,23.16,18.58,,,,
2013-09-20,22.68,22.68,23.479999999999997,22.0,22.979999999999997,620000,21.110000000000003,,,,23.479999999999997,18.58,,6.036155202821861,,
