Price,Close,High,Low,Open,Volume
Ticker,GPRE,GPRE,GPRE,GPRE,GPRE
Date,,,,,
2013-01-02,7.274665355682373,7.36316442494509,7.097666373159217,7.239265559177742,358400
2013-01-03,7.203864574432373,7.292363629097621,7.13306499310114,7.256963838432005,106500
2013-01-04,7.150765895843506,7.256965289069171,7.133066418971438,7.248115128634261,70600
2013-01-07,6.9383673667907715,7.06226666348378,6.752518210751812,7.053416502720548,147500
2013-01-08,7.0711164474487305,7.097666929908146,6.823317852478713,6.894117451041575,170600
2013-01-09,7.159616470336914,7.2127157480217345,7.0622668099173085,7.133066831494504,236500
2013-01-10,7.256965160369873,7.310065278039874,7.0357162174073915,7.168466089583523,239300
2013-01-11,7.1684675216674805,7.30121657636588,7.141917035529476,7.239267130039681,133500
2013-01-14,7.2127156257629395,7.283515224141149,7.150766188181453,7.203866308964003,157200
2013-01-15,7.248113632202148,7.274664108025317,7.168464736725377,7.168464736725377,66000
2013-01-16,7.265814304351807,7.3100642555544475,7.221564353149165,7.256964145311754,148500
2013-01-17,7.256965160369873,7.336614914876005,7.2215653632557855,7.301215117761918,178700
2013-01-18,7.203864574432373,7.301213787763421,7.1861642571007724,7.230414206432189,105000
2013-01-22,7.133065223693848,7.274664390933831,7.08881527293195,7.186164489410036,167600
2013-01-23,6.947216987609863,7.239265957854937,6.938367248995768,7.133066562492484,212000
2013-01-24,7.079964637756348,7.221563795471866,6.938365480040829,6.938365480040829,196000
2013-01-25,7.079964637756348,7.097664954469565,6.973765269469709,7.079964637756348,116400
2013-01-28,7.0357160568237305,7.09766633335773,6.964916464211489,7.08881617328177,113300
2013-01-29,7.044565677642822,7.088815630637598,6.938366296853954,7.053415415042481,196600
2013-01-30,6.717116355895996,7.18616376082226,6.646316779454202,7.18616376082226,270400
2013-01-31,6.911816596984863,7.159615586932592,6.743667357734412,6.743667357734412,490700
2013-02-01,7.150765895843506,7.212715330892372,6.991466806005008,6.991466806005008,230300
2013-02-04,7.1684675216674805,7.203867325853581,7.035717622971175,7.097667913295281,177200
2013-02-05,7.248113632202148,7.301213739850907,7.159614578117655,7.177314051335522,152800
2013-02-06,7.283514976501465,7.318915618484734,7.18616574304075,7.212715380530443,391400
2013-02-07,7.947261333465576,8.141960632422862,7.487063987927466,7.557863579548713,1046800
2013-02-08,7.929559230804443,7.973809171908865,7.743710153363815,7.787960094468237,509600
2013-02-11,7.920711994171143,8.044611706146183,7.7702626453435,7.964961951590638,378200
2013-02-12,8.34550952911377,8.49595886217291,7.920711164006299,7.938411482718034,635100
2013-02-13,8.407459259033203,8.628708186902498,8.257009920562268,8.407459259033203,436500
2013-02-14,8.761457443237305,8.779157763064962,8.327809735432124,8.407459486661178,510100
2013-02-15,8.55790901184082,8.796857426629707,8.434009302396166,8.788008110524727,249600
2013-02-19,8.743756294250488,8.805705713797586,8.557907191611653,8.557907191611653,342500
2013-02-20,8.460558891296387,8.83225629247272,8.407458780272549,8.69065712173933,417000
2013-02-21,8.584457397460938,8.717207247667647,8.186209534836003,8.442858232438525,393100
2013-02-22,8.743756294250488,8.779156083134193,8.504807086287325,8.628706769379063,251200
2013-02-25,8.487112045288086,8.841110118960986,8.46941171960545,8.823410637276332,280900
2013-02-26,8.664109230041504,8.761458468492199,8.522510030841293,8.557909830641345,241500
2013-02-27,8.363208770751953,8.602158002715143,8.186209808555681,8.602158002715143,463600
2013-02-28,8.38090991973877,8.451709511635379,8.053461596217526,8.31011032784216,388900
2013-03-01,9.08890438079834,9.09775369454591,8.009209611827723,8.301258065434919,487200
2013-03-04,9.212806701660156,9.513705426947446,9.09775713940338,9.115457461595721,588100
2013-03-05,9.071207046508789,9.460604831292585,9.03580724789208,9.283605838209041,437600
2013-03-06,9.265905380249023,9.513703944340397,9.150855835921464,9.150855835921464,334700
2013-03-07,9.504854202270508,9.602204275439412,9.239355307079066,9.292455423716442,361600
2013-03-08,9.726102828979492,10.33675035273393,9.557954012350088,9.734952988801485,1040000
2013-03-11,10.097800254821777,10.310199008753736,9.655302428798052,9.77920212392384,670300
2013-03-12,10.637648582458496,10.876596979509973,10.018150925218961,10.106650831681083,1303500
2013-03-13,10.257101058959961,10.973947156500303,10.150901668361307,10.637649508270101,676300
2013-03-14,9.646455764770508,10.25710345856853,9.575656154474785,10.25710345856853,726700
2013-03-15,10.08010196685791,10.088951282981554,9.487154742689931,9.487154742689931,676500
2013-03-18,10.00930118560791,10.062400452036876,9.743802321470216,9.911951123825437,253400
2013-03-19,9.814603805541992,10.053552238713246,9.637604809859992,9.982752640440445,298200
2013-03-20,9.929652214050293,10.071251394201122,9.805752509419474,9.832302144698332,168700
2013-03-21,9.708402633666992,9.911951230497989,9.557953303836417,9.885401596997779,285500
2013-03-22,10.04470443725586,10.230553621758324,9.770355319562542,9.77920548168121,354900
2013-03-25,10.088949203491211,10.177449098468214,9.86770031004625,10.142049309276922,329300
2013-03-26,10.00045394897461,10.168602800468047,9.823454935824182,10.168602800468047,434400
2013-03-27,10.00045394897461,10.212852764755121,9.92965434371444,10.00045394897461,253600
2013-03-28,10.124351501464844,10.142051822445348,9.956202672138847,10.106652024482099,356500
2013-04-01,10.150900840759277,10.177450475244918,9.858852329424236,10.088950568295896,564400
