Date,Adj Close,Close,High,Low,Open,Volume,SMA20,SMA50,SMA150,SMA200,High252,Low252,VolSMA50,ATR20Pct,RS,RS_SMA20
2012-01-01,19.0,19.0,20.1,18.0,18.8,800000,,,,,20.1,18.0,,,,
2012-01-02,19.575,19.575,20.525000000000002,18.694999999999997,19.525,840000,,,,,20.525000000000002,18.0,,,,
2012-01-03,20.150000000000002,20.150000000000002,20.950000000000003,19.39,20.250000000000004,880000,,,,,20.950000000000003,18.0,,,,
2012-01-04,20.724999999999998,20.724999999999998,21.375,20.084999999999997,20.974999999999998,920000,,,,,21.375,18.0,,,,
2012-01-05,21.3,21.3,22.000000000000004,20.62,21.700000000000003,960000,,,,,22.000000000000004,18.0,,,,
2012-01-06,21.875,21.875,22.725,21.075,21.675,1000000,,,,,22.725,18.0,,,,
2012-01-07,22.45,22.45,23.45,21.529999999999998,22.4,1040000,,,,,23.45,18.0,,,,
2012-01-08,23.025000000000002,23.025000000000002,24.175000000000004,21.985,23.125000000000004,1080000,,,,,24.175000000000004,18.0,,,,
2012-01-09,21.2,21.2,22.3,20.2,21.45,1120000,,,,,24.175000000000004,18.0,,,,
2012-01-10,21.775000000000002,21.775000000000002,22.725000000000005,20.895,22.175000000000004,1160000,,,,,24.175000000000004,18.0,,,,
2012-01-11,22.35,22.35,23.150000000000002,21.59,22.150000000000002,1200000,,,,,24.175000000000004,18.0,,,,
2012-01-12,22.924999999999997,22.924999999999997,23.575,22.284999999999997,22.874999999999996,1240000,,,,,24.175000000000004,18.0,,,,
2012-01-13,23.5,23.5,24.200000000000003,22.82,23.6,1280000,,,,,24.200000000000003,18.0,,,,
2012-01-14,24.075,24.075,24.925,23.275,24.325,1320000,,,,,24.925,18.0,,,,
2012-01-15,24.650000000000002,24.650000000000002,25.650000000000002,23.73,25.050000000000004,1360000,,,,,25.650000000000002,18.0,,,,
2012-01-16,25.225,25.225,26.375000000000004,24.185,25.025000000000002,1400000,,,,,26.375000000000004,18.0,,,,
2012-01-17,23.4,23.4,24.5,22.4,23.349999999999998,1440000,,,,,26.375000000000004,18.0,,,,
2012-01-18,23.975,23.975,24.925000000000004,23.095,24.075000000000003,1480000,,,,,26.375000000000004,18.0,,,,
2012-01-19,24.55,24.55,25.35,23.79,24.8,1520000,,,,,26.375000000000004,18.0,,,,
2012-01-20,25.125,25.125,25.775000000000002,24.485,25.525000000000002,1560000,22.542499999999997,,,,26.375000000000004,18.0,,7.178109452736331,,
2012-01-21,25.7,25.7,26.400000000000002,25.02,25.5,800000,22.877499999999998,,,,26.400000000000002,18.0,,6.877431906614798,,
