Price,Close,High,Low,Open,Volume
Ticker,GPRE,GPRE,GPRE,GPRE,GPRE
Date,,,,,
2012-01-03,8.938457489013672,8.956156965286171,8.73490802589472,8.858807735793114,213000
2012-01-04,8.779156684875488,8.938456167769642,8.76145636722165,8.876505899978804,117400
2012-01-05,8.628710746765137,8.78801029216937,8.602161103863741,8.7526104869682,177900
2012-01-06,8.628710746765137,8.770309967569819,8.49596168826023,8.602161103863741,142700
2012-01-09,8.770307540893555,8.858807451408206,8.54020844875362,8.637558519119276,200700
2012-01-10,9.115457534790039,9.221656936803393,8.770308845248271,8.841108446590507,207800
2012-01-11,9.230504035949707,9.292453455574321,8.94730488052816,9.097754194471548,195700
2012-01-12,9.531405448913574,9.566805248185398,9.04465757592766,9.239356049923796,309000
2012-01-13,9.566803932189941,9.690702790599085,9.416354594980834,9.416354594980834,435100
2012-01-17,9.593353271484375,9.876551617979143,9.3986539862704,9.619902905468848,311700
2012-01-18,9.752655029296875,9.876553912675906,9.593355500383444,9.602205661767044,253200
2012-01-19,9.86770248413086,9.956202398606456,9.690703499177403,9.814603210643691,215300
2012-01-20,9.911952018737793,10.071251520402479,9.8411524277752,9.8411524277752,135100
2012-01-23,10.053549766540527,10.062399925147815,9.876550814382655,9.920800763421518,132000
2012-01-24,10.04470157623291,10.115501165020648,9.858852444665681,10.009301781839042,230000
2012-01-25,10.133200645446777,10.159750280256459,9.920801878973982,10.000451627400698,106100
2012-01-26,10.124350547790527,10.23055077567439,9.929652099331365,10.14205086710373,145300
2012-01-27,10.203999519348145,10.310198895143895,10.009301085721411,10.097800143552394,212100
2012-01-30,10.310200691223145,10.345600489321852,10.035852466957609,10.133201700729611,145400
2012-01-31,10.03585147857666,10.469499173577459,9.982751364659284,10.380999265047727,179400
2012-02-01,10.372149467468262,10.504898480097221,9.779202302263315,10.159749865665232,173800
2012-02-02,10.283649444580078,10.442948933097767,10.257099811159673,10.363299188838923,128300
2012-02-03,10.133200645446777,10.389849365934158,10.106651010637096,10.389849365934158,175900
2012-02-06,10.310200691223145,10.32790101227138,10.035852466957609,10.097801902630904,128000
2012-02-07,10.522600173950195,10.61994940633575,10.159751193608948,10.301351227984867,352900
2012-02-08,10.584550857543945,10.61995065931508,10.301352443374855,10.52260141544392,308900
2012-02-09,10.274799346923828,10.522598740322508,9.752652614542466,9.752652614542466,360900
2012-02-10,9.903103828430176,10.274802176907242,9.796904420864994,10.212852733493685,334100
2012-02-13,9.681854248046875,9.938503011327887,9.673004930966561,9.938503011327887,280800
2012-02-14,9.327855110168457,9.69070323025317,9.212805562141988,9.681853070251663,437700
2012-02-15,9.310154914855957,9.398653976040421,9.221655009673846,9.345554708129272,225700
2012-02-16,9.593353271484375,9.611052746141475,9.195105385726697,9.310154924989607,187000
2012-02-17,9.584506034851074,9.823455345569343,9.416357176343995,9.646455481038224,214200
2012-02-21,10.133200645446777,10.26595050749053,9.62875336407447,9.62875336407447,275400
2012-02-22,10.124350547790527,10.32789999990397,9.75265312618773,10.080101437502877,152500
2012-02-23,10.115500450134277,10.292499409594686,10.080100658242197,10.15974955700117,216400
2012-02-24,10.133200645446777,10.345599411919572,10.071251216224963,10.080101375827415,158700
2012-02-27,10.469501495361328,10.60225054359753,10.142053111580545,10.159752590813035,389700
2012-02-28,10.407549858093262,10.487199607843609,10.142050973591331,10.487199607843609,732300
2012-02-29,10.04470157623291,10.540298697747073,9.956201668249403,10.416399839367369,397800
2012-03-01,9.504854202270508,9.602204275439412,9.239355307079066,9.248205467184915,2497700
2012-03-02,9.372103691101074,9.557952803876361,9.327853741583608,9.557952803876361,596000
2012-03-05,9.39865493774414,9.469454531535236,9.292455547057497,9.372105301071914,361600
2012-03-06,9.15970516204834,9.398653544676957,8.929606094333666,9.248204219171026,432900
2012-03-07,9.336703300476074,9.407502877556663,9.0712044644251,9.221653776720734,237200
2012-03-08,9.372103691101074,9.442903272729986,9.203954051734222,9.380953849804085,187700
2012-03-09,9.380953788757324,9.549102583032358,9.310154207589145,9.407503420695997,194600
2012-03-12,9.372103691101074,9.513702854358895,9.310154268175175,9.389803164509509,83100
2012-03-13,9.664155006408691,9.690704646295035,9.442906038027536,9.469455677913881,224900
2012-03-14,9.522555351257324,9.67300471015992,9.363255831478623,9.628754749777192,245200
2012-03-15,9.460602760314941,9.611052082501217,9.345554072993755,9.566802976915033,296400
2012-03-16,9.575654029846191,9.664153945078612,9.425204680349724,9.513704595582144,349900
2012-03-19,9.619903564453125,9.726102951663552,9.549103972979507,9.593353928649945,242400
2012-03-20,9.549104690551758,9.628754447944324,9.363255537968358,9.513704892154813,183500
2012-03-21,9.602206230163574,9.6376060337956,9.478306495452534,9.593356068256094,200700
2012-03-22,9.504854202270508,9.61105359154754,9.451754929630852,9.504854202270508,147300
2012-03-23,9.655303001403809,9.664153161008569,9.389804121244692,9.504853664113565,247900
2012-03-26,9.664155006408691,9.734954608770835,9.566805764160204,9.726104447476107,180300
2012-03-27,9.655303001403809,9.681852636220418,9.575653252956306,9.655303001403809,291800
2012-03-28,9.496005058288574,9.637605103140977,9.40750597975336,9.637605103140977,250600
2012-03-29,9.575654029846191,9.593354350491772,9.292455651498837,9.380955566731258,148900
