Date,Adj Close,Close,High,Low,Open,Volume,SMA20,SMA50,SMA150,SMA200,High252,Low252,VolSMA50,ATR20Pct,RS,RS_SMA20
2023-05-15,3903.004150390625,3908.550048828125,3934.0,3781.39990234375,3820.0,40262,,,,,,,,,21.243447997077773,
2023-05-16,3807.239990234375,3812.64990234375,3949.0,3803.199951171875,3929.050048828125,49570,,,,,,,,,20.84953327505947,
2023-05-17,3809.98583984375,3815.39990234375,3873.949951171875,3790.0,3818.0,57789,,,,,,,,,20.98477815580871,
2023-05-18,3968.011474609375,3973.64990234375,4038.0,3825.14990234375,3849.5,67153,,,,,,,,,21.917600840460157,
2023-05-19,4026.228759765625,4031.949951171875,4080.0,3856.35009765625,3980.0,39225,,,,,,,,,22.14943287875151,
2023-05-22,3934.15966796875,3939.75,4051.85009765625,3925.14990234375,4051.85009765625,18348,,,,,,,,,21.51176077823835,
2023-05-23,3997.27001953125,4002.949951171875,4094.5,3903.89990234375,3948.949951171875,37462,,,,,,,,,21.816819005732913,
2023-05-24,3800.699462890625,3806.10009765625,4064.0,3756.0,4010.0,92714,,,,,,,,,20.814967221651067,
2023-05-25,3790.763427734375,3796.14990234375,3849.0,3738.64990234375,3825.0,39575,,,,,,,,,20.72004116229652,
2023-05-26,3781.4765625,3786.85009765625,3815.050048828125,3758.300048828125,3800.0,26343,,,,,,,,,20.470179642084123,
2023-05-29,3861.96240234375,3867.449951171875,3936.85009765625,3786.0,3786.0,32495,,,,,,,,,20.79425049637653,
2023-05-30,3876.192138671875,3881.699951171875,3905.89990234375,3850.0,3870.0,19795,,,,,,,,,20.831444025495017,
2023-05-31,3840.991943359375,3846.449951171875,3925.0,3814.800048828125,3925.0,30685,,,,,,,,,20.753031498755533,
2023-06-01,3895.76416015625,3901.300048828125,3920.0,3839.800048828125,3861.64990234375,14287,,,,,,,,,21.10208137187124,
2023-06-02,3905.999755859375,3911.550048828125,3964.0,3901.0,3921.800048828125,18616,,,,,,,,,21.10461328722744,
2023-06-05,3868.902099609375,3874.39990234375,3963.0,3850.0,3932.10009765625,16055,,,,,,,,,20.83699709171726,
2023-06-06,3978.995849609375,3984.64990234375,3999.0,3851.25,3890.0,23132,,,,,,,,,21.424000765330124,
2023-06-07,3962.669189453125,3968.300048828125,4000.0,3948.39990234375,4000.0,9069,,,,,,,,,21.190938813925904,
2023-06-08,3909.394775390625,3914.949951171875,3995.0,3905.0,3987.949951171875,9966,,,,,,,,,21.009092181127755,
2023-06-09,3831.755126953125,3837.199951171875,3985.550048828125,3823.550048828125,3880.35009765625,17972,3893.0974731445312,,,,,,,3.3812423208365217,20.670781594032526,21.109789604150997
2023-06-12,3923.12548828125,3928.699951171875,3943.949951171875,3815.0,3857.39990234375,15231,3894.1049682617186,,,,,,,3.350141890547979,21.120339495050803,21.103634179049646
