Date,Close,High,Low,Open,Volume
2024-11-25,52.24003982543945,52.616247099305745,50.45682220787234,50.48691590382468,11667537
2024-11-26,54.94120788574219,55.10673651455407,52.18737441584818,52.19489689098471,14193276
2024-11-27,53.79753494262695,55.287315322045636,53.12036411415221,54.956254281278774,13606394
2024-11-29,54.91862869262695,55.4152221359522,53.9254456032882,54.173740426294955,3646585
2024-12-02,55.249698638916016,55.61837967030407,54.67786141039889,55.06159498693498,7134410
2024-12-03,53.94049072265625,55.76132816266285,52.811868991234185,55.00891747235963,7114697
2024-12-04,54.4295654296875,54.617669077747124,53.11284369058218,54.617669077747124,5517042
2024-12-05,54.25651168823242,55.55066223235738,54.128599230217034,54.4370890677326,4122600
2024-12-06,53.4739990234375,54.68538325435089,53.17303168571644,54.482230870985944,4975009
2024-12-09,53.22570037841797,54.02325736762204,53.15046044267442,53.398755268477565,4133846
2024-12-10,51.781070709228516,53.41380467570181,51.39733715917981,53.27084727709628,4366165
2024-12-11,52.59367752075195,52.96988100905699,52.03688906722164,52.44319384704279,3414398
2024-12-12,49.651737213134766,52.69901146835205,48.899322691655435,52.593674042914806,13066345
2024-12-13,48.99714279174805,49.86241730399298,48.68113048222696,49.83232360592815,10579502
2024-12-16,49.132572174072266,50.110710284843066,48.192054029617346,48.55321254141064,7134807
2024-12-17,48.635982513427734,49.66678941635769,48.58331379704304,49.057336041817166,5183646
2024-12-18,47.80833053588867,50.56216407298959,47.47726947287338,49.99033063736097,7343047
2024-12-19,44.85887145996094,46.88286543051887,44.70086530035156,46.58942053755723,17911965
2024-12-20,45.32536315917969,46.23578385597315,44.38484876625565,44.55037738556513,16844965
2024-12-23,46.31855392456055,46.356173895842936,45.15231203093363,45.15231203093363,5439118
2024-12-24,46.42388916015625,46.461509129653486,45.98749067882678,46.1680680513383,2000508
2024-12-26,46.4314079284668,46.80009271365594,46.25083057037094,46.2809280624908,2839158
2024-12-27,45.671470642089844,46.35616769821183,45.44574704726169,46.17558654396233,5506061
2024-12-30,44.85887145996094,45.25012751993095,44.256940520511755,44.88896895626144,5834562
2024-12-31,44.866390228271484,45.49089228683479,44.67076033235174,44.896483922226295,5206137
2025-01-02,46.551795959472656,47.28916176199856,45.039448183735665,45.039448183735665,6975650
2025-01-03,48.20710372924805,48.24472369630812,46.68722971937669,46.68722971937669,5484232
2025-01-06,49.39591979980469,50.76531022970555,49.1100049944302,49.13257621661451,8775194
2025-01-07,48.80904006958008,50.13328812090718,48.748848874994,49.55392841179153,5982209
2025-01-08,48.1995849609375,48.79398959973994,47.69546900948409,48.22968245582451,6107762
2025-01-10,47.26659393310547,47.98891104081273,46.11540080536501,47.484791282073324,6156316
2025-01-13,46.6646614074707,47.34183224869901,46.16806793831183,46.46903528817682,5228231
2025-01-14,47.206398010253906,47.55250780953385,46.581895876536784,47.00324941303759,5924923
2025-01-15,48.628456115722656,49.47868178152446,48.15443390918719,48.199580147008724,6624129
2025-01-16,48.3425407409668,48.95199410672998,47.710512356141074,48.41025820353069,7025527
2025-01-17,48.93695068359375,49.915085089250944,48.00395872284603,49.15514802771753,9473342
2025-01-21,50.73521423339844,51.30704761554562,49.12504771814762,49.380868814787306,9321329
2025-01-22,51.63811111450195,53.03759904229364,51.37476753066501,51.54029615594311,12357482
2025-01-23,51.67573547363281,51.90145910714042,50.75779219106025,50.87065590647018,9339719
2025-01-24,50.72016525268555,52.247561756231775,50.68254528515288,51.84878326522434,7999520
2025-01-27,48.455406188964844,49.36582693163848,47.356881798764654,49.36582693163848,10044348
2025-01-28,47.3042106628418,48.673601045728844,46.51417614308273,48.58331236277942,9649036
2025-01-29,47.25154495239258,48.26730314276576,46.94305511849826,47.95128703638189,14111912
2025-01-30,49.493736267089844,50.855604263553914,47.92871587283737,49.99785222665538,21901207
