Date,Close,High,Low,Open,Volume
2024-06-10,163.01943969726562,165.3296830999807,159.54422982736423,160.67959420602176,1992927
2024-06-11,163.680908203125,165.8628004807637,162.25923971047445,163.05893294530148,1425207
2024-06-12,163.8092803955078,165.75422064323527,162.91085316134385,163.8882644994134,1178259
2024-06-13,163.88824462890625,164.91500772583487,161.46941511569185,164.5793366234424,1192448
2024-06-14,162.4468231201172,165.36917456476422,162.0124331666337,164.8755352377052,1176733
2024-06-18,166.83035278320312,169.21956546202708,161.11401566069904,162.9997216189398,3537307
2024-06-19,164.174560546875,168.7752826844796,163.59206975724106,167.81762118608236,1560194
2024-06-20,170.94729614257812,173.9584991070802,163.46373706084623,164.5793517169545,6380587
2024-06-21,167.0574188232422,172.921841063052,166.1589916801669,171.98392940436585,2655390
2024-06-24,163.78952026367188,166.23798213614654,161.91369687453266,165.86281143244807,1439955
2024-06-25,161.73599243164062,165.27043667086835,161.32132215003827,164.3325249851065,1281458
2024-06-26,160.07736206054688,163.0490654174287,159.54423821017105,161.81496708679518,2186074
2024-06-27,157.01678466796875,163.63156345566324,156.37505959259,160.08722177037902,2145031
2024-06-28,158.75440979003906,160.91655244194118,157.96458385781466,157.96458385781466,1047480
2024-07-01,159.99838256835938,161.41019893290328,157.96459087124052,159.42575911868985,2379171
2024-07-02,162.58505249023438,164.8459291968069,159.05060792712297,160.72897873934028,2617235
2024-07-03,163.66119384765625,164.52998885718353,160.92642763839112,163.64144405560322,2099954
2024-07-04,165.97140502929688,168.41985172415082,163.1477876480507,164.67807248158783,3021356
2024-07-05,164.4707489013672,166.642758947662,163.88825810555062,165.8628154321235,1266660
2024-07-08,161.46942138671875,165.46790281245634,161.17323478765002,164.86566225139782,1211318
2024-07-09,169.60459899902344,172.77377021252255,161.92357201989233,162.3579770524893,8168086
2024-07-10,169.3874053955078,173.25753589994974,164.6879493750109,170.47340287288125,3970935
2024-07-11,167.99533081054688,172.44795188967046,167.39309025974072,170.79919842935627,1849619
2024-07-12,171.38169860839844,175.6862341594059,167.78800489624922,168.8246504999739,7969957
2024-07-15,169.85140991210938,173.1489320055642,167.83736812308993,172.57630858891247,2352210
2024-07-16,166.94882202148438,174.15594395417844,166.10962916180975,169.4170185914964,3206665
2024-07-18,163.1774139404297,167.63991765308253,162.90097712381797,167.03767707446195,1503831
2024-07-19,158.15216064453125,162.90096827916983,156.90817997264324,162.90096827916983,1999295
2024-07-22,157.3623504638672,160.5907560119681,154.22281144739787,155.94066673388963,2099827
2024-07-23,154.00559997558594,158.70504086340543,150.61922641777699,157.96458188581565,2022264
2024-07-24,158.4088592529297,159.93914420112273,154.6966968848787,154.99288349818653,1458066
2024-07-25,159.51461791992188,161.42005847392096,154.755927619493,157.5696777838999,1247400
2024-07-26,162.87135314941406,163.69079620172704,159.4454951748485,159.51461190844554,1429847
2024-07-29,164.6583251953125,168.2816358823936,163.5032110306035,163.8783817227004,2052801
2024-07-30,170.56224060058594,172.28011073839522,164.40163195540183,164.85577166210425,4150334
2024-07-31,171.75686645507812,177.51270274238715,170.79920496771507,171.68774971913317,6268013
2024-08-01,169.3182830810547,173.77090422742464,168.4297383502316,171.78647962742573,2139096
2024-08-02,168.133544921875,172.18137805468828,164.10544651406417,166.85007975696325,2196744
2024-08-05,159.4158935546875,164.17456907477202,158.09294370672865,163.3946255269985,2504514
2024-08-06,157.1945037841797,165.12234993304037,155.49638334501557,161.22260237954507,2507812
2024-08-07,158.04356384277344,158.95185836854685,155.4963831866219,155.89128861011426,2296662
2024-08-08,156.35531616210938,159.87990820030595,155.99002787954373,159.00123079774875,1496554
2024-08-09,155.21995544433594,158.95186765363852,154.26229391851564,157.02667723847085,1364755
2024-08-12,156.01963806152344,157.72762584449865,153.57119131854049,155.00274229495358,1500758
2024-08-13,152.88009643554688,157.95470781039438,152.48517595880872,157.66838858167475,1137834
2024-08-14,151.64601135253906,153.90687290245398,149.57272009759268,153.86738838369143,2085772
2024-08-16,152.87022399902344,153.87725244967515,151.33007170077775,153.50208173842364,1093970
2024-08-19,154.39064025878906,156.4342992326572,152.38646580250185,153.02819089975918,1372324
2024-08-20,157.5404510498047,159.1998156649041,156.00031749444432,156.00031749444432,1195424
2024-08-21,159.378662109375,162.18071330373277,158.0869518656976,158.82223028225917,1945800
2024-08-22,162.8663330078125,163.949388968876,159.97485832720628,160.41205912365095,1325295
2024-08-23,163.56185913085938,166.43345667235297,163.20415079662078,163.94937522948206,1650885
2024-08-26,168.6691436767578,170.90481715700938,164.29716604669608,164.64492837997875,3298974
2024-08-27,171.7891387939453,176.1611161485876,170.20926660621882,170.21919747398488,6805568
2024-08-28,170.47755432128906,177.3634210369039,169.8515609247312,173.57768321542247,3934849
2024-08-29,166.3937225341797,171.55066301308415,164.75421964062886,170.80543856009658,2566095
2024-08-30,168.6691436767578,170.80544782656796,166.93028652545104,166.93028652545104,1753261
2024-09-02,166.1949920654297,171.4016326247992,164.95295124930797,168.66914282933138,1368405
2024-09-03,165.9366455078125,168.22200353815035,165.10199775602555,166.1850536597703,930865
2024-09-04,167.76492309570312,170.39805855993072,163.9493775834611,164.6349864973982,1818531
2024-09-05,170.3384246826172,172.09715858178214,167.47677318277587,167.62581200404838,1843515
2024-09-06,167.46682739257812,172.8920679190873,166.93027247360155,170.8551181095537,1800465
2024-09-09,171.35194396972656,173.27959369732122,165.9366491698626,167.33767481661505,3034559
2024-09-10,172.94175720214844,176.66787945516097,172.39525623938053,172.89207253978222,2480884
2024-09-11,171.30226135253906,175.8729775686942,170.65640620013124,172.9417643082088,1707338
2024-09-12,173.94532775878906,175.8729775087573,171.27245352785152,171.99781627236922,1594352
2024-09-13,183.56369018554688,185.25286255668794,174.18379610749227,174.77996656467906,13901886
2024-09-16,184.68649291992188,191.52269029689742,184.0207608742129,185.80930264861126,6908676
2024-09-17,182.10305786132812,185.4118563661689,180.71196307076912,185.4118563661689,2740161
2024-09-18,180.6920928955078,187.34942822868484,179.9468684516082,182.182541783307,5558369
2024-09-19,172.8125762939453,182.57998636342222,170.547095227101,182.13285473526636,4354679
2024-09-20,174.0844268798828,176.36978487110198,172.59397799364817,173.78633407030986,1965938
2024-09-23,175.21717834472656,178.30737650120167,173.9950144271176,175.27679387802976,1992784
2024-09-24,177.50253295898438,180.84113921244864,173.48826379263875,175.37615973075378,2906664
2024-09-25,176.40953063964844,183.52394391652186,175.0880125826308,177.95961027980482,4493211
2024-09-26,179.05259704589844,180.32444560044925,176.61820013265495,176.9659776181029,2032706
2024-09-27,177.79067993164062,183.22585165278352,176.97590905577377,179.82762986375388,1900771
2024-09-30,178.88368225097656,183.17618251619518,177.41311019491351,177.94966514725044,2015037
2024-10-01,181.6658477783203,183.12648889476557,177.3733477230616,178.35704944279925,2765104
2024-10-03,173.90557861328125,181.23857675289878,173.43857008716967,178.7942490935696,1911208
2024-10-04,170.0403594970703,174.86941476126003,169.02684995327886,173.88571298390679,1951636
